iteration,group1,group2,status
78,"['ADBE', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'KO', 'MSFT', 'NVDA', 'PG', 'UNH', 'WMT', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'JNJ', 'JPM', 'MA', 'MRK', 'NFLX', 'PEP', 'PFE', 'T', 'V', 'VZ']",untrained
79,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'HD', 'INTC', 'KO', 'MA', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PG', 'WMT']","['BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'MSFT', 'PFE', 'T', 'UNH', 'V', 'VZ', 'XOM']",untrained
80,"['AAPL', 'ABT', 'ADBE', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'PEP', 'UNH', 'VZ']","['AMZN', 'BAC', 'CSCO', 'DIS', 'HD', 'KO', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'V', 'WMT', 'XOM']",untrained
81,"['ABT', 'ADBE', 'AMZN', 'GOOGL', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'PEP', 'UNH', 'V', 'VZ', 'WMT']","['AAPL', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JPM', 'KO', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'XOM']",untrained
82,"['AAPL', 'ABT', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MSFT', 'NFLX', 'PFE', 'T', 'V', 'VZ', 'XOM']","['ADBE', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'INTC', 'KO', 'MA', 'MRK', 'NVDA', 'PEP', 'PG', 'UNH', 'WMT']",untrained
83,"['ADBE', 'AMZN', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JNJ', 'KO', 'MSFT', 'NFLX', 'PEP', 'PFE', 'T', 'V']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'INTC', 'JPM', 'MA', 'MRK', 'NVDA', 'PG', 'UNH', 'VZ', 'WMT', 'XOM']",untrained
84,"['AAPL', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'KO', 'MSFT', 'NVDA', 'PEP', 'PG', 'T', 'VZ', 'WMT']","['ABT', 'ADBE', 'BAC', 'CSCO', 'HD', 'INTC', 'JPM', 'MA', 'MRK', 'NFLX', 'PFE', 'UNH', 'V', 'XOM']",untrained
85,"['ABT', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'KO', 'MRK', 'MSFT', 'NVDA', 'PFE', 'VZ', 'WMT', 'XOM']","['AAPL', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'NFLX', 'PEP', 'PG', 'T', 'UNH', 'V']",untrained
86,"['ADBE', 'AMZN', 'BAC', 'GOOGL', 'HD', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'NVDA', 'PG', 'WMT', 'XOM']","['AAPL', 'ABT', 'BRK-B', 'CSCO', 'DIS', 'INTC', 'JNJ', 'NFLX', 'PEP', 'PFE', 'T', 'UNH', 'V', 'VZ']",untrained
87,"['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'MSFT', 'NFLX', 'PFE', 'V', 'VZ', 'WMT', 'XOM']","['ADBE', 'DIS', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'NVDA', 'PEP', 'PG', 'T', 'UNH']",untrained
88,"['ABT', 'ADBE', 'CSCO', 'GOOGL', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'VZ', 'WMT', 'XOM']","['AAPL', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'PG', 'UNH', 'V']",untrained
89,"['ABT', 'ADBE', 'CSCO', 'GOOGL', 'INTC', 'JPM', 'KO', 'MSFT', 'NFLX', 'PEP', 'T', 'V', 'VZ', 'XOM']","['AAPL', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'HD', 'JNJ', 'MA', 'MRK', 'NVDA', 'PFE', 'PG', 'UNH', 'WMT']",untrained
90,"['AAPL', 'ADBE', 'AMZN', 'BRK-B', 'HD', 'JNJ', 'JPM', 'KO', 'MSFT', 'NVDA', 'T', 'UNH', 'V', 'XOM']","['ABT', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'MA', 'MRK', 'NFLX', 'PEP', 'PFE', 'PG', 'VZ', 'WMT']",untrained
91,"['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JNJ', 'JPM', 'NFLX', 'NVDA', 'V', 'XOM']","['ADBE', 'GOOGL', 'INTC', 'KO', 'MA', 'MRK', 'MSFT', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'WMT']",untrained
92,"['AAPL', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'JPM', 'KO', 'MA', 'MRK', 'NVDA', 'PFE', 'UNH', 'V']","['ABT', 'ADBE', 'BRK-B', 'DIS', 'INTC', 'JNJ', 'MSFT', 'NFLX', 'PEP', 'PG', 'T', 'VZ', 'WMT', 'XOM']",untrained
93,"['AAPL', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'JPM', 'KO', 'MRK', 'NFLX', 'PEP', 'T', 'VZ', 'WMT', 'XOM']","['ABT', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'JNJ', 'MA', 'MSFT', 'NVDA', 'PFE', 'PG', 'UNH', 'V']",untrained
94,"['AAPL', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'MSFT', 'PEP', 'PFE', 'T', 'UNH', 'WMT', 'XOM']","['ABT', 'ADBE', 'BRK-B', 'DIS', 'INTC', 'JPM', 'KO', 'MA', 'MRK', 'NFLX', 'NVDA', 'PG', 'V', 'VZ']",untrained
95,"['AAPL', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'MA', 'MRK', 'NFLX', 'NVDA', 'V']","['ABT', 'BRK-B', 'HD', 'INTC', 'KO', 'MSFT', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'WMT', 'XOM']",untrained
96,"['ABT', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JPM', 'KO', 'MSFT', 'NFLX', 'PG', 'T', 'UNH', 'V']","['AAPL', 'ADBE', 'AMZN', 'DIS', 'INTC', 'JNJ', 'MA', 'MRK', 'NVDA', 'PEP', 'PFE', 'VZ', 'WMT', 'XOM']",untrained
97,"['ABT', 'ADBE', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'MSFT', 'NVDA', 'PG', 'T', 'WMT']","['AAPL', 'BAC', 'CSCO', 'JNJ', 'KO', 'MA', 'MRK', 'NFLX', 'PEP', 'PFE', 'UNH', 'V', 'VZ', 'XOM']",untrained
98,"['AAPL', 'ABT', 'ADBE', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'KO', 'NVDA', 'PFE', 'T', 'UNH', 'V', 'VZ']","['AMZN', 'CSCO', 'DIS', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PG', 'WMT', 'XOM']",untrained
99,"['AMZN', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'T', 'UNH', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'HD', 'MA', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'V']",untrained
100,"['ABT', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'PEP', 'V', 'VZ', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'DIS', 'HD', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'WMT']",untrained
101,"['ADBE', 'AMZN', 'GOOGL', 'HD', 'JNJ', 'JPM', 'KO', 'MA', 'MSFT', 'PEP', 'PG', 'UNH', 'V', 'VZ']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'INTC', 'MRK', 'NFLX', 'NVDA', 'PFE', 'T', 'WMT', 'XOM']",untrained
102,"['ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'HD', 'MRK', 'NVDA', 'PG', 'T', 'V', 'WMT', 'XOM']","['AAPL', 'ABT', 'BRK-B', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'MSFT', 'NFLX', 'PEP', 'PFE', 'UNH', 'VZ']",untrained
103,"['AAPL', 'ABT', 'BAC', 'BRK-B', 'DIS', 'HD', 'JNJ', 'KO', 'MRK', 'NFLX', 'NVDA', 'PFE', 'VZ', 'XOM']","['ADBE', 'AMZN', 'CSCO', 'GOOGL', 'INTC', 'JPM', 'MA', 'MSFT', 'PEP', 'PG', 'T', 'UNH', 'V', 'WMT']",untrained
104,"['AMZN', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'MSFT', 'PEP', 'PFE', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'CSCO', 'DIS', 'KO', 'MRK', 'NFLX', 'NVDA', 'PG', 'T', 'UNH', 'V', 'WMT']",untrained
105,"['AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'JNJ', 'JPM', 'KO', 'MA', 'MRK', 'PFE', 'PG', 'V', 'WMT']","['AAPL', 'ABT', 'ADBE', 'GOOGL', 'HD', 'INTC', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'T', 'UNH', 'VZ', 'XOM']",untrained
106,"['ADBE', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'KO', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'UNH']","['AAPL', 'ABT', 'BAC', 'CSCO', 'HD', 'JPM', 'MA', 'MRK', 'MSFT', 'PEP', 'V', 'VZ', 'WMT', 'XOM']",untrained
107,"['AMZN', 'BAC', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG', 'T', 'VZ']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'DIS', 'HD', 'JPM', 'MA', 'MRK', 'PFE', 'UNH', 'V', 'WMT', 'XOM']",untrained
108,"['ADBE', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'HD', 'INTC', 'JNJ', 'KO', 'MSFT', 'NVDA', 'T', 'VZ', 'XOM']","['AAPL', 'ABT', 'DIS', 'GOOGL', 'JPM', 'MA', 'MRK', 'NFLX', 'PEP', 'PFE', 'PG', 'UNH', 'V', 'WMT']",untrained
109,"['AAPL', 'BAC', 'HD', 'JPM', 'KO', 'MA', 'MRK', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'WMT', 'XOM']","['ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'V']",untrained
110,"['ADBE', 'BRK-B', 'CSCO', 'INTC', 'KO', 'MA', 'NFLX', 'NVDA', 'PEP', 'PG', 'T', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MRK', 'MSFT', 'PFE', 'UNH', 'V']",untrained
111,"['ABT', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MRK', 'MSFT', 'NFLX', 'PFE', 'T', 'UNH', 'VZ', 'WMT']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'HD', 'JPM', 'MA', 'NVDA', 'PEP', 'PG', 'V', 'XOM']",untrained
112,"['AMZN', 'HD', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'PG', 'T', 'UNH', 'V']",untrained
113,"['AAPL', 'AMZN', 'BAC', 'CSCO', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'MRK', 'MSFT', 'PFE', 'UNH', 'V']","['ABT', 'ADBE', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'NFLX', 'NVDA', 'PEP', 'PG', 'T', 'VZ', 'WMT', 'XOM']",untrained
114,"['AMZN', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'KO', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PG', 'V', 'VZ']","['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'DIS', 'JNJ', 'JPM', 'PEP', 'PFE', 'T', 'UNH', 'WMT', 'XOM']",untrained
115,"['ABT', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'NFLX', 'PEP', 'PFE', 'VZ', 'WMT', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'JNJ', 'MA', 'MRK', 'MSFT', 'NVDA', 'PG', 'T', 'UNH', 'V']",untrained
116,"['AAPL', 'AMZN', 'BRK-B', 'CSCO', 'HD', 'JNJ', 'JPM', 'KO', 'MRK', 'NVDA', 'PG', 'UNH', 'VZ', 'XOM']","['ABT', 'ADBE', 'BAC', 'DIS', 'GOOGL', 'INTC', 'MA', 'MSFT', 'NFLX', 'PEP', 'PFE', 'T', 'V', 'WMT']",untrained
117,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JPM', 'NFLX', 'NVDA', 'PEP', 'VZ']","['BAC', 'HD', 'JNJ', 'KO', 'MA', 'MRK', 'MSFT', 'PFE', 'PG', 'T', 'UNH', 'V', 'WMT', 'XOM']",untrained
118,"['ABT', 'ADBE', 'AMZN', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'JPM', 'MA', 'PFE', 'PG', 'T', 'V', 'WMT']","['AAPL', 'BAC', 'CSCO', 'DIS', 'JNJ', 'KO', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'UNH', 'VZ', 'XOM']",untrained
119,"['ABT', 'ADBE', 'AMZN', 'CSCO', 'HD', 'JNJ', 'KO', 'MRK', 'NFLX', 'NVDA', 'PFE', 'PG', 'UNH', 'V']","['AAPL', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JPM', 'MA', 'MSFT', 'PEP', 'T', 'VZ', 'WMT', 'XOM']",untrained
120,"['ADBE', 'AMZN', 'BRK-B', 'CSCO', 'JNJ', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG', 'T', 'XOM']","['AAPL', 'ABT', 'BAC', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'PFE', 'UNH', 'V', 'VZ', 'WMT']",untrained
121,"['AMZN', 'BRK-B', 'CSCO', 'DIS', 'INTC', 'JNJ', 'KO', 'MA', 'MSFT', 'NFLX', 'PFE', 'PG', 'UNH', 'VZ']","['AAPL', 'ABT', 'ADBE', 'BAC', 'GOOGL', 'HD', 'JPM', 'MRK', 'NVDA', 'PEP', 'T', 'V', 'WMT', 'XOM']",untrained
122,"['ABT', 'ADBE', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JPM', 'KO', 'MRK', 'PEP', 'PFE', 'T', 'UNH', 'WMT']","['AAPL', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'JNJ', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PG', 'V', 'VZ', 'XOM']",untrained
123,"['AAPL', 'ABT', 'ADBE', 'CSCO', 'DIS', 'HD', 'JNJ', 'KO', 'MA', 'MRK', 'MSFT', 'NVDA', 'PEP', 'T']","['AMZN', 'BAC', 'BRK-B', 'GOOGL', 'INTC', 'JPM', 'NFLX', 'PFE', 'PG', 'UNH', 'V', 'VZ', 'WMT', 'XOM']",untrained
124,"['ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'JNJ', 'JPM', 'KO', 'MSFT', 'NFLX', 'PEP', 'V', 'WMT', 'XOM']","['AAPL', 'ABT', 'BAC', 'GOOGL', 'HD', 'INTC', 'MA', 'MRK', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'VZ']",untrained
125,"['ABT', 'ADBE', 'BAC', 'BRK-B', 'HD', 'INTC', 'KO', 'MA', 'MRK', 'NVDA', 'PFE', 'T', 'UNH', 'V']","['AAPL', 'AMZN', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'MSFT', 'NFLX', 'PEP', 'PG', 'VZ', 'WMT', 'XOM']",untrained
126,"['AAPL', 'ADBE', 'BAC', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'MSFT', 'NFLX', 'PEP', 'UNH', 'WMT', 'XOM']","['ABT', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'KO', 'MRK', 'NVDA', 'PFE', 'PG', 'T', 'V', 'VZ']",untrained
127,"['BRK-B', 'DIS', 'INTC', 'JPM', 'MA', 'MRK', 'MSFT', 'NFLX', 'PFE', 'T', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'KO', 'NVDA', 'PEP', 'PG', 'WMT']",untrained
128,"['ADBE', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'MRK', 'MSFT', 'NFLX', 'PG', 'T', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'JPM', 'KO', 'MA', 'NVDA', 'PEP', 'PFE', 'UNH', 'V']",untrained
129,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'INTC', 'KO', 'MRK', 'NFLX', 'PEP', 'PFE', 'T', 'UNH', 'VZ', 'WMT']","['AAPL', 'ADBE', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'MSFT', 'NVDA', 'PG', 'V', 'XOM']",untrained
130,"['AMZN', 'DIS', 'HD', 'KO', 'MA', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'T', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'MRK', 'NVDA', 'UNH', 'V']",untrained
131,"['AAPL', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JPM', 'MSFT', 'NFLX', 'PFE', 'T', 'UNH', 'VZ', 'WMT']","['ABT', 'ADBE', 'BAC', 'CSCO', 'HD', 'JNJ', 'KO', 'MA', 'MRK', 'NVDA', 'PEP', 'PG', 'V', 'XOM']",untrained
132,"['AAPL', 'ADBE', 'BRK-B', 'DIS', 'JNJ', 'JPM', 'MA', 'MSFT', 'PEP', 'PG', 'UNH', 'VZ', 'WMT', 'XOM']","['ABT', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'INTC', 'KO', 'MRK', 'NFLX', 'NVDA', 'PFE', 'T', 'V']",untrained
133,"['AAPL', 'ABT', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'MA', 'MRK', 'PEP', 'PFE', 'UNH', 'V', 'WMT', 'XOM']","['ADBE', 'AMZN', 'BAC', 'CSCO', 'HD', 'INTC', 'JPM', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PG', 'T', 'VZ']",untrained
134,"['ABT', 'BAC', 'KO', 'MA', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'V', 'VZ', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'NFLX', 'UNH', 'WMT']",untrained
135,"['BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JNJ', 'MA', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PG', 'VZ', 'WMT']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'GOOGL', 'INTC', 'JPM', 'KO', 'NFLX', 'PFE', 'T', 'UNH', 'V', 'XOM']",untrained
136,"['ADBE', 'AMZN', 'CSCO', 'DIS', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'PFE', 'UNH', 'V', 'WMT']","['AAPL', 'ABT', 'BAC', 'BRK-B', 'GOOGL', 'MA', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PG', 'T', 'VZ', 'XOM']",untrained
137,"['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'PEP', 'V', 'XOM']","['ABT', 'CSCO', 'DIS', 'GOOGL', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'VZ', 'WMT']",untrained
138,"['AMZN', 'BRK-B', 'DIS', 'JPM', 'MA', 'MRK', 'NFLX', 'NVDA', 'PG', 'T', 'UNH', 'V', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MSFT', 'PEP', 'PFE', 'VZ']",untrained
139,"['AAPL', 'ADBE', 'AMZN', 'CSCO', 'HD', 'INTC', 'MA', 'MSFT', 'NVDA', 'PEP', 'PFE', 'PG', 'UNH', 'VZ']","['ABT', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MRK', 'NFLX', 'T', 'V', 'WMT', 'XOM']",untrained
140,"['AMZN', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JPM', 'KO', 'NFLX', 'NVDA', 'PG', 'UNH', 'V', 'WMT', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'HD', 'JNJ', 'MA', 'MRK', 'MSFT', 'PEP', 'PFE', 'T', 'VZ']",untrained
141,"['AAPL', 'ADBE', 'DIS', 'HD', 'JNJ', 'MSFT', 'NFLX', 'PFE', 'PG', 'T', 'UNH', 'V', 'WMT', 'XOM']","['ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JPM', 'KO', 'MA', 'MRK', 'NVDA', 'PEP', 'VZ']",untrained
142,"['AAPL', 'AMZN', 'GOOGL', 'INTC', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'V', 'VZ']","['ABT', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JNJ', 'KO', 'MA', 'MRK', 'UNH', 'WMT', 'XOM']",untrained
143,"['ABT', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'KO', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'VZ', 'WMT']","['AAPL', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'NFLX', 'PG', 'V', 'XOM']",untrained
144,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'HD', 'JNJ', 'KO', 'NVDA', 'PFE', 'T', 'V', 'XOM']","['BAC', 'BRK-B', 'GOOGL', 'INTC', 'JPM', 'MA', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PG', 'UNH', 'VZ', 'WMT']",untrained
145,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'HD', 'INTC', 'JPM', 'KO', 'MA', 'PFE', 'T', 'UNH', 'WMT', 'XOM']","['BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG', 'V', 'VZ']",untrained
146,"['ABT', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'INTC', 'JNJ', 'MRK', 'PEP', 'PFE', 'T', 'UNH', 'WMT', 'XOM']","['AAPL', 'AMZN', 'DIS', 'GOOGL', 'HD', 'JPM', 'KO', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PG', 'V', 'VZ']",untrained
147,"['AAPL', 'ABT', 'AMZN', 'BAC', 'CSCO', 'DIS', 'HD', 'JPM', 'MA', 'MRK', 'NVDA', 'PFE', 'PG', 'T']","['ADBE', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MSFT', 'NFLX', 'PEP', 'UNH', 'V', 'VZ', 'WMT', 'XOM']",untrained
148,"['AAPL', 'ABT', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'NVDA', 'PFE', 'PG', 'UNH', 'V', 'WMT', 'XOM']","['ADBE', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'HD', 'KO', 'MA', 'MRK', 'MSFT', 'NFLX', 'PEP', 'T', 'VZ']",untrained
149,"['AAPL', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'HD', 'JPM', 'KO', 'MSFT', 'NFLX', 'PG', 'UNH', 'VZ', 'WMT']","['ABT', 'BAC', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'MA', 'MRK', 'NVDA', 'PEP', 'PFE', 'T', 'V', 'XOM']",untrained
150,"['AAPL', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JNJ', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T']","['ABT', 'AMZN', 'BAC', 'GOOGL', 'INTC', 'KO', 'MA', 'MRK', 'PG', 'UNH', 'V', 'VZ', 'WMT', 'XOM']",untrained
151,"['ABT', 'ADBE', 'AMZN', 'DIS', 'HD', 'INTC', 'JNJ', 'MRK', 'MSFT', 'NFLX', 'PG', 'T', 'V', 'WMT']","['AAPL', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'JPM', 'KO', 'MA', 'NVDA', 'PEP', 'PFE', 'UNH', 'VZ', 'XOM']",untrained
152,"['ABT', 'AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'KO', 'MRK', 'NVDA', 'PG', 'UNH', 'V', 'WMT', 'XOM']","['AAPL', 'ADBE', 'BAC', 'DIS', 'INTC', 'JNJ', 'JPM', 'MA', 'MSFT', 'NFLX', 'PEP', 'PFE', 'T', 'VZ']",untrained
153,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'JNJ', 'JPM', 'KO', 'MRK', 'NFLX', 'PEP', 'T', 'VZ']","['BAC', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'MA', 'MSFT', 'NVDA', 'PFE', 'PG', 'UNH', 'V', 'WMT', 'XOM']",untrained
154,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'DIS', 'HD', 'JPM', 'NFLX', 'NVDA', 'PEP', 'T', 'V', 'WMT', 'XOM']","['BAC', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'MSFT', 'PFE', 'PG', 'UNH', 'VZ']",untrained
155,"['AAPL', 'ABT', 'ADBE', 'DIS', 'GOOGL', 'HD', 'INTC', 'MA', 'NFLX', 'NVDA', 'PFE', 'V', 'WMT', 'XOM']","['AMZN', 'BAC', 'BRK-B', 'CSCO', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'PEP', 'PG', 'T', 'UNH', 'VZ']",untrained
